AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0116WW50069,WANDSWORTH,10,524020,175280,1,3 Pedestrian,2 Female,25-59,25,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0116WW50072,WANDSWORTH,10,528670,177000,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50073,WANDSWORTH,10,526220,174770,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50074,WANDSWORTH,10,527740,175770,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50075,WANDSWORTH,10,528610,176830,1,2 Passenger,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50077,WANDSWORTH,10,528670,170850,1,3 Pedestrian,2 Female,25-59,52,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0116WW50079,WANDSWORTH,10,526350,174870,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50080,WANDSWORTH,10,527720,172760,2,3 Pedestrian,2 Female,25-59,27,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50080,WANDSWORTH,10,527720,172760,1,3 Pedestrian,1 Male,25-59,44,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50081,WANDSWORTH,10,523880,174710,1,2 Passenger,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50082,WANDSWORTH,10,527270,176920,1,3 Pedestrian,2 Female,25-59,31,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0116WW50083,WANDSWORTH,10,523610,173290,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0116WW50084,WANDSWORTH,10,526340,175450,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50085,WANDSWORTH,10,527990,170940,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50086,WANDSWORTH,10,527970,175030,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50086,WANDSWORTH,10,527970,175030,2,2 Passenger,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50087,WANDSWORTH,10,524000,175210,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50088,WANDSWORTH,10,527490,176440,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50089,WANDSWORTH,10,522790,173200,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50090,WANDSWORTH,10,527050,176190,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50091,WANDSWORTH,10,525690,174340,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50092,WANDSWORTH,10,522180,174580,1,3 Pedestrian,1 Male,16-24,20,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50093,WANDSWORTH,10,528190,175670,1,3 Pedestrian,1 Male,25-59,35,1,2 Serious,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0116WW50095,WANDSWORTH,10,528800,174080,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50096,WANDSWORTH,10,528680,173150,1,3 Pedestrian,2 Female,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50097,WANDSWORTH,10,528330,172140,1,1 Driver/Rider,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50098,WANDSWORTH,10,523990,175200,1,2 Passenger,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50099,WANDSWORTH,10,528000,172330,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50100,WANDSWORTH,10,527100,175140,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50101,WANDSWORTH,10,525090,174620,1,1 Driver/Rider,1 Male,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50102,WANDSWORTH,10,528520,176650,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50103,WANDSWORTH,10,527770,175590,1,2 Passenger,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50103,WANDSWORTH,10,527770,175590,2,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50105,WANDSWORTH,10,528000,170890,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0116WW50106,WANDSWORTH,10,522310,173410,1,2 Passenger,1 Male,60+,72,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50107,WANDSWORTH,10,528800,174220,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50108,WANDSWORTH,10,526940,176760,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50109,WANDSWORTH,10,523950,175030,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50110,WANDSWORTH,10,529420,177490,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50111,WANDSWORTH,10,523570,174920,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50112,WANDSWORTH,10,527330,171260,2,2 Passenger,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50112,WANDSWORTH,10,527330,171260,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50114,WANDSWORTH,10,527470,176580,1,1 Driver/Rider,1 Male,25-59,49,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50115,WANDSWORTH,10,523820,173740,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50116,WANDSWORTH,10,528110,172450,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50117,WANDSWORTH,10,527420,171430,1,3 Pedestrian,2 Female,16-24,21,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50118,WANDSWORTH,10,522790,174000,1,3 Pedestrian,2 Female,16-24,17,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50119,WANDSWORTH,10,524250,174950,1,1 Driver/Rider,1 Male,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50120,WANDSWORTH,10,522120,174160,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50122,WANDSWORTH,10,524020,175270,1,3 Pedestrian,2 Female,25-59,27,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50123,WANDSWORTH,10,522130,174250,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50124,WANDSWORTH,10,528200,171910,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50125,WANDSWORTH,10,521680,172480,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50126,WANDSWORTH,10,522420,173750,1,3 Pedestrian,1 Male,60+,85,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50130,WANDSWORTH,10,525390,174790,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50132,WANDSWORTH,10,529030,172450,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50133,WANDSWORTH,10,527170,171010,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50134,WANDSWORTH,10,524070,175410,1,3 Pedestrian,2 Female,25-59,33,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50135,WANDSWORTH,10,528790,174040,1,1 Driver/Rider,1 Male,25-59,35,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50136,WANDSWORTH,10,526350,174870,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50137,WANDSWORTH,10,526610,175770,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50139,WANDSWORTH,10,526620,174830,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50139,WANDSWORTH,10,526620,174830,2,3 Pedestrian,2 Female,25-59,55,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50140,WANDSWORTH,10,527120,176050,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50141,WANDSWORTH,10,528780,173810,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50143,WANDSWORTH,10,524400,174290,1,1 Driver/Rider,1 Male,25-59,31,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50144,WANDSWORTH,10,527910,175580,1,2 Passenger,1 Male,60+,69,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50145,WANDSWORTH,10,527180,177060,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50146,WANDSWORTH,10,523930,175740,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50147,WANDSWORTH,10,528570,171390,1,3 Pedestrian,1 Male,0-15,6,1,2 Serious,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0116WW50148,WANDSWORTH,10,526930,172870,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50150,WANDSWORTH,10,526380,175480,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50151,WANDSWORTH,10,524120,175550,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50152,WANDSWORTH,10,522210,173890,2,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50152,WANDSWORTH,10,522210,173890,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50154,WANDSWORTH,10,527460,171480,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50155,WANDSWORTH,10,528700,173590,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50157,WANDSWORTH,10,528370,174700,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50160,WANDSWORTH,10,523500,172590,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50161,WANDSWORTH,10,528240,172730,1,3 Pedestrian,1 Male,60+,68,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0116WW50162,WANDSWORTH,10,527550,175490,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50163,WANDSWORTH,10,527470,176370,1,3 Pedestrian,2 Female,16-24,22,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50164,WANDSWORTH,10,524120,175540,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50166,WANDSWORTH,10,527710,175850,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50168,WANDSWORTH,10,528040,171210,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50169,WANDSWORTH,10,528670,173530,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50170,WANDSWORTH,10,527120,177140,1,3 Pedestrian,2 Female,25-59,37,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50171,WANDSWORTH,10,523960,175090,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50173,WANDSWORTH,10,525850,174640,1,2 Passenger,1 Male,60+,73,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50175,WANDSWORTH,10,527750,171680,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50176,WANDSWORTH,10,524120,175540,1,2 Passenger,1 Male,60+,85,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50177,WANDSWORTH,10,526200,175260,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50178,WANDSWORTH,10,525900,173760,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50179,WANDSWORTH,10,522800,173190,1,1 Driver/Rider,1 Male,60+,85,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50180,WANDSWORTH,10,528060,172380,1,3 Pedestrian,1 Male,60+,68,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50181,WANDSWORTH,10,522320,173790,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50182,WANDSWORTH,10,527710,173750,1,2 Passenger,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50182,WANDSWORTH,10,527710,173750,2,2 Passenger,2 Female,0-15,7,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50182,WANDSWORTH,10,527710,173750,3,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50183,WANDSWORTH,10,524270,175400,2,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50183,WANDSWORTH,10,524270,175400,1,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50184,WANDSWORTH,10,527660,174890,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50185,WANDSWORTH,10,528650,173250,1,1 Driver/Rider,1 Male,25-59,48,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50186,WANDSWORTH,10,526680,176170,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50187,WANDSWORTH,10,527810,175550,1,3 Pedestrian,1 Male,25-59,43,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0116WW50188,WANDSWORTH,10,527480,171650,1,3 Pedestrian,1 Male,25-59,41,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50189,WANDSWORTH,10,527840,175560,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50190,WANDSWORTH,10,528690,173140,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50191,WANDSWORTH,10,528510,173320,1,3 Pedestrian,2 Female,16-24,24,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50192,WANDSWORTH,10,527432,173215,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50193,WANDSWORTH,10,528790,173990,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50193,WANDSWORTH,10,528790,173990,2,2 Passenger,2 Female,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50194,WANDSWORTH,10,527400,176550,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50195,WANDSWORTH,10,524330,173370,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50195,WANDSWORTH,10,524330,173370,2,2 Passenger,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50196,WANDSWORTH,10,528390,175740,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50197,WANDSWORTH,10,523460,175860,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50198,WANDSWORTH,10,524770,173350,1,1 Driver/Rider,1 Male,25-59,53,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50199,WANDSWORTH,10,529770,177690,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50200,WANDSWORTH,10,527370,175540,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50201,WANDSWORTH,10,527290,175410,1,3 Pedestrian,2 Female,16-24,18,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50202,WANDSWORTH,10,525340,174340,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50203,WANDSWORTH,10,526420,175530,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50204,WANDSWORTH,10,526110,172690,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0116WW50205,WANDSWORTH,10,527160,171000,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0116WW50206,WANDSWORTH,10,528660,177130,1,3 Pedestrian,2 Female,25-59,25,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0116WW50207,WANDSWORTH,10,527420,175130,1,3 Pedestrian,1 Male,25-59,38,1,3 Slight,04 Crossing Road Within 50m Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0116WW50208,WANDSWORTH,10,528380,175200,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50209,WANDSWORTH,10,528720,176910,3,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50209,WANDSWORTH,10,528720,176910,2,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50209,WANDSWORTH,10,528720,176910,1,1 Driver/Rider,1 Male,60+,61,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50210,WANDSWORTH,10,527310,171210,2,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50210,WANDSWORTH,10,527310,171210,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50211,WANDSWORTH,10,527960,171830,1,3 Pedestrian,1 Male,60+,62,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50212,WANDSWORTH,10,524230,175420,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50213,WANDSWORTH,10,528190,171910,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50214,WANDSWORTH,10,527420,175130,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50215,WANDSWORTH,10,525920,173410,1,2 Passenger,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50216,WANDSWORTH,10,524300,172500,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50216,WANDSWORTH,10,524300,172500,2,2 Passenger,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50216,WANDSWORTH,10,524300,172500,3,2 Passenger,2 Female,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50217,WANDSWORTH,10,523980,175140,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50217,WANDSWORTH,10,523980,175140,2,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50218,WANDSWORTH,10,523760,175770,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50219,WANDSWORTH,10,524720,173860,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50220,WANDSWORTH,10,525030,174610,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50221,WANDSWORTH,10,528120,175620,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50222,WANDSWORTH,10,528040,175200,1,3 Pedestrian,2 Female,25-59,40,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50223,WANDSWORTH,10,526110,172830,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50224,WANDSWORTH,10,527880,175570,1,2 Passenger,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50225,WANDSWORTH,10,527580,176210,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50226,WANDSWORTH,10,526500,173350,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50227,WANDSWORTH,10,527880,175020,2,2 Passenger,2 Female,0-15,5,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50227,WANDSWORTH,10,527880,175020,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50228,WANDSWORTH,10,527460,175470,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50229,WANDSWORTH,10,527650,171800,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50231,WANDSWORTH,10,523990,175020,1,3 Pedestrian,1 Male,25-59,34,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0116WW50232,WANDSWORTH,10,528690,174480,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50233,WANDSWORTH,10,528130,172480,1,3 Pedestrian,2 Female,16-24,18,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50234,WANDSWORTH,10,528570,173410,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50235,WANDSWORTH,10,527360,176780,1,1 Driver/Rider,2 Female,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50236,WANDSWORTH,10,527660,171610,1,3 Pedestrian,2 Female,25-59,38,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50238,WANDSWORTH,10,527600,175140,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50239,WANDSWORTH,10,527580,171330,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50240,WANDSWORTH,10,522090,175340,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
